,key,name,description,id
260,rreb,海洋姑娘3力量结晶,"[收藏品]
改变背包的外观.",417
261,rhe1,守护岩甲,"[罕见]
- 铠甲 -
∴护甲 +130
∴力量, 智力 +75
∴所受伤害-5%
∴点击使用 触发石盾
▣ 等级.50",70
262,rhe2,美味的肉,"[食物]
从哪儿来的肉?
∴15分钟内主属性 +10 提高",12
263,rhe3,万圣节傀儡力量结晶,"[收藏品]
改变背包的外观.",421
264,rdis,海洋姑娘1力量结晶,"[收藏品]
改变背包的外观.",415
265,rwat,忠诚·掷闪电者,"[史诗]
- 鸿蒙起源 武器 (法杖) -
击落闪电的法杖，强大的力量宛如上帝愤怒一般
∴攻击力+10300
∴智力 +840
∴生命值 +2000
∴技能伤害 +5%
∴致命一击倍率 +0.3x
∴攻击时触发闪电印记
▣ 等级.100",873
266,pclr,绿色水晶魔像力量结晶,"[收藏品]
改变背包的外观.",19
267,plcl,附魔追逐者,"[史诗]
- 禁断圣物 武器 (枪支) -
不要错过任何让你变强大的机会
∴攻击力+7000
∴敏捷 +570, 智力 +275
∴攻击速度 +25%
∴技能伤害 +8%
∴使用触发附魔追逐
▣ 等级.100",760
268,silk,末日·火舞之怒·焰纹封魔炮,"[史诗]
- 禁断圣物 武器 (枪支) -
绝望吧！！.
∴攻击力+7800
∴敏捷 +610
∴致命一击倍率 +0.25x
∴6秒触发一次攻击附加毁灭末日强化
▣ 等级.100",761
269,vamp,冥谕·铸血甲胄,"[史诗]
- 禁断圣物 铠甲 -
给我血!
∴护甲 +220
∴力量 & 智力 +210
∴敏捷 +90
∴技能伤害 +4%, 持续伤害+12%
∴所受伤害-6%
∴点击使用 铸血
▣ 等级.100",792
270,sreg,巨龙之怒·缚灵之手,"[史诗]
- 禁断圣物 武器 (通用) -
可以让你控制巨龙的武器
∴攻击力+5700
∴全属性 +450
∴生命值恢复 +90
∴技能伤害 +7.5%
∴点击使用 释放巨龙之力
▣ 等级.100",252
271,ssan,火舞之怒·焰纹封魔炮,"[史诗]
- 神话传说 武器 (枪支) -
你会被愤怒针对
∴攻击力+7050
∴敏捷 +540
∴致命一击概率 +5%
∴攻击时几率 触发炽热愤怒
▣ 等级.100",236
272,tcas,力量背包,"[罕见]
- 武器 (背包) -
∴攻击力+1400
∴力量 +150
∴技能伤害 +5%
∴所受伤害-15%
▣ 等级.50",605
273,I0SA,船票 - 乐土,"[船票]
你是否想魂归乐土？
▣需求等级: 100",-1
274,I0S9,血神之眼,"[史诗]
- 鸿蒙起源 头盔 -
充满渴望的眼睛
∴护甲 +135
∴智力 +375
∴魔法抗性 +10%
∴周围的友军伤害和技能伤害 7.5%提升
∴点击使用 赤红之子
▣ 等级.100",917
275,I0S8,神秘盒子,"[特殊物品]
想知道是什么吗?
∴低概率赠予奖励",401
276,I0S7,灵魂追逐者,"[史诗]
- 鸿蒙起源 武器 (枪支) -
一颗追逐灵魂的神秘子弹
∴攻击力+10500
∴敏捷 +845
∴智力 +425
∴攻击速度 +45%
∴技能伤害 +17.5%
∴技能命中累积魂量
∴点击使用 激活灵魂追逐
▣ 等级.100",921
277,I0S5,缵载·半神面具,"[史诗]
- 冥灵传世 头盔 -
拥有半神力量的面具
∴护甲 +130
∴敏捷 +255
∴生命值 +1500
∴生命值恢复 +120
∴技能伤害 +12%
∴点击使用 半神模式
▣ 等级.100",829
278,I0S4,彩虹猫咪力量结晶,[收藏品],413
279,I0S3,欢乐时光奖励,"参与游戏的玩家的数量会激活不同的祝福加成.

2-6个玩家获得的祝福加成
经验值获取4~20% 提高
BOSS重生时间 5~30%减少
小型BOSS最大可召唤2~10次
中型BOSS可召唤1~5次

6个以上玩家获得的祝福加成
中型BOSS的掉率10% 提高",-1
280,I0S2,确认掉落物品,确认BOSS掉落的物品.,-1
281,I0S1,灾变花冠,"[史诗]
- 鸿蒙起源 头盔 -
混乱！ 破坏! 遗忘!
∴护甲 +145
∴全属性 +300
∴技能伤害 +10%
∴火焰伤害 +7.5%
∴自然属性+5%
∴点击使用激活大灾变
▣ 等级.100",901
282,I0S0,周年庆留念,[收藏品],-1
283,I0RZ,周年庆之梦徽章,"[收藏品]
这是真的么?",-1
284,I0RY,勇敢的螃蟹力量结晶,[收藏品],418
285,I0RX,周年庆礼物,"[特殊物品]
想知道是什么吗?
∴低概率赠予奖励
∴如果退出战斗，将自动使用",402
286,I0RW,蔚蓝翅膀,"[收藏品]
蔚蓝翅膀",506
287,I0RV,魔法石碑,"[收藏品]
充满魔力的石碑。在你死后可以放下一块华丽的石碑.",536
288,I0RU,存储扩展券,"存储扩展1格.
最高12个小格子扩展.",407
289,I0RT,腐败光环,"[特殊物品]
附加时受到持续伤害，每秒增加5点；未附加时3秒后每秒减少8点。如果叠加超过 50，你的生命能量开始枯萎.

点击使用 将你一半的生命能量转移到目标.",400
290,I0RS,生命能量,"[特殊物品]
每损失1点，你从他人那里获得的生命回复和治疗量减少0.8%。当它达到0时，你就会死亡。.

点击使用将50%的生命能量转移给目标.",399
291,I0RR,事件 开/关,"启用/禁用事件.

如果您与其他玩家一起玩，请在使用此选项前咨询他们.",-1
292,I0RQ,弗罗斯特先驱的衣服,"[史诗]
- 鸿蒙起源 铠甲 -
世界将被暴风雪覆盖
∴护甲 +235
∴智力 +475
∴生命值 +1500
∴技能伤害 +10%
∴魔法抗性 +10%
∴冰属性/水属性+5%
∴装备时，启用冰霜光环
∴点击使用 召唤冰霜先驱
▣ 等级.100",888
293,I0RP,蔚蓝幻影光环,,436
294,I0RO,蓝色符文光环,[收藏品],435
295,I0RN,拉撒路的传家宝,"[史诗]
- 鸿蒙起源 首饰 -
契约将我们永远捆绑在一起.
∴力量 +550
∴敏捷 & 智力 +200
∴点击使用 激活血之符文
∴若该物品卸下，鲜血契约将被停用
▣ 等级.100",876
296,I0RM,土灵钥匙,"[召唤类物品]
可以开启土灵房间的钥匙",-1
297,I0RL,土灵钥匙 交换,"[交易]
绿色魔法石 3个和混沌之石 3枚交换1个土灵钥匙.",-1
298,I0RK,圣诞树,[收藏品],-1
299,I0RJ,冰川光环,[收藏品],445
300,I0RI,雪橇,[收藏品],534
301,I0RH,辰光·神化之星,"[史诗]
- 鸿蒙起源 首饰 -
高高翱翔，凌驾于世界的疯狂之上.
∴全属性 +450
∴技能伤害 +15%
∴点击使用 神化
▣ 等级.100",892
302,I0RG,魔法硬币,"[神秘物品]
- 商品 -
充满魔力的硬币.

魔法硬币 1枚 -> 普瑞斯银币 1枚
魔法硬币 100枚 -> 世界大咖·欧皇硬币 1枚",381
303,I0RF,调整难度,调整BOSS的难度模式.,-1
304,I0RE,惊世·魔灵千星,"[史诗]
- 鸿蒙起源 头盔 -
我是谁?
∴护甲 +140
∴全属性 +290
∴技能伤害 +12.5%
∴暗属性 +7.5%
∴点击使用 疯狂之影
▣ 等级.100",889
305,I0RD,船票 - 沙滩,"[船票]
在海边有许多墨洛克人.
▣需求等级: 30",-1
306,I0RC,恐怖之夜徽章,"[收藏品]
哇哈哈哈!",-1
307,I0RB,地狱犬,"[收藏品]
来自地狱的猎犬.",531
308,I0R9,(特殊) 独尊·喧嚣血翼持续隐身,,-1
309,I0R8,引导者力量结晶,[收藏品],351
310,I0R7,土神力量结晶,[收藏品],334
311,I0R6,公爵力量结晶,"[收藏品]
改变背包的外观.",328
312,I0R5,硬币兑换,将所有掉落的物品转换为硬币.,-1
313,I0R4,祭典之念,"[史诗]
- 鸿蒙起源 材料 -
∴点击查看相关合成组合",325
314,I0R3,灵魂绽放,"[史诗]
- 鸿蒙起源 材料 -
∴点击查看相关合成组合",326
315,I0R2,血之精华,"[史诗]
- 鸿蒙起源 材料 -
∴点击查看相关合成组合",324
316,I0R1,冰龙魔术棒,[收藏品],-1
317,I0R0,银狼魔术棒,[收藏品],-1
318,I0QZ,下一页,确认下一页.,-1
319,I0QY,主天使魔术棒,[收藏品],-1
320,I0QX,火焰梦魇魔术棒,[收藏品],-1
321,I0QW,魔龙魔术棒,[收藏品],-1
322,I0QV,自然守护者魔术棒,[收藏品],-1
323,I0QU,死亡吞噬者魔术棒,[收藏品],-1
324,I0QT,女妖魔术棒,[收藏品],-1
325,I0QS,怨魔魔术棒,[收藏品],-1
326,I0QR,瓦尔托拉魔术棒,[收藏品],-1
327,I0QQ,火神魔术棒,[收藏品],-1
328,I0QP,水神魔术棒,[收藏品],-1
329,I0QO,阿加雷斯魔术棒,[收藏品],-1
330,I0QN,世界大咖·欧皇硬币 交换,"如果你给我4个神秘海螺，我将送给你一枚欧皇硬币.

最高3次.",-1
331,I0QL,螃蟹魔术棒,[收藏品],-1
332,I0QK,大龙虾,"[收藏品]
愤怒的龙虾",528
333,I0QJ,周年庆活动门票,"[召唤类物品]
邀请您参加周年庆活动!
◎激活“海蚀洞狂欢”和“螃蟹盛会”",-1
334,I0QI,幽茫·灵魂深锁,"[史诗]
- 鸿蒙起源 武器 (通用) -
收割你的最后一口气
∴攻击力+13000
∴主属性 +1150
∴攻击速度 +35%
∴技能伤害 +12.5%
∴生命值50%以下的敌人受到伤害时遭受深渊之踏
∴点击使用 幽茫之击
▣ 等级.100",880
335,I0QH,怨魔 徽章,[收藏品],298
336,I0QG,欢乐翅膀,"[收藏品]
欢乐翅膀",514
337,I0QF,暮光翅膀,"[收藏品]
暮光翅膀",513
338,I0QE,魂灵力量结晶,[收藏品],345
339,I0QD,胜利者翅膀,"[收藏品]
胜利者翅膀",512
340,I0QC,巅峰坐骑·穹宇之主,"[收藏品]
是传说中守护天空的鸟。.",521
341,I0QB,再次召唤BOSS,恢复英雄周围单位的生命值。,-1
342,I0QA,放弃战利品,放弃获得战利品的权利。.,-1
343,I0Q9,潮汐钥匙 交换,"[交易]
蓝色魔法石 3个和混沌之石 3个收齐之后可以交换潮汐钥匙.",-1
344,I0Q8,爝火钥匙 交换,"[交易]
红色魔法石 3个和混沌之石 3个收齐之后可以交换爝火钥匙.",-1
345,I0Q7,风暴钥匙 交换,"[交易]
白色魔法石 3个和混沌之石 3个收齐之后可以交换风暴钥匙.",-1
346,I0Q6,船票 - 普瑞斯前沿阵地,"[船票]
为了快速消灭堕落的生物，冒险者创建的一个基地。.
▣需求等级: 100
▣推荐等级: 神话传说品质以上装备的冒险者",-1
347,I0Q5,船票 - 熔岩火山,"[船票]
熔岩火山可是令人恐惧的地方.
▣需求等级: 60
▣推荐等级: 60~70",-1
348,I0Q4,无痕·破碎之心,"[史诗]
- 鸿蒙起源 武器 (通用) -
献上你的心!
∴攻击力+10700
∴主属性 +930
∴攻击速度 +30%
∴技能伤害 +7.5%
∴生命值50%以下的敌人获得伤害额外增强
∴点击使用 无痕破碎
▣ 等级.100",878
349,I0Q3,黑珍珠,"[魔力]
- 材料 -
∴点击查看相关合成组合",28
350,I0Q2,猩红尖牙,"[魔力]
- 武器 (通用) -
∴攻击力+65
∴主属性 +25
∴致命一击概率 +10%
∴每攻击时10 生命值恢复
▣ 等级.10",563
351,I0Q1,普瑞斯铜币,"[史诗]
- 传奇至宝 硬币品级 -
用有价值的童话可向收藏家兑换其他物品。.",375
352,I0Q0,收割之神(坐骑),[收藏品],532
353,I0PZ,获取战利品,随机获得BOSS掉落的战利品.,-1
354,I0PY,远古树枝,"[召唤类物品]
召唤仪式上使用的树枝
◎3个集齐可以召唤BOSS自然守护者",9
355,I0PX,返回点设置,将当前地点指定为回归和复活位置.,-1
356,I0PW,奇异事件,"这是本次活动的注意事项.

活动时间: 03/27 ~ 04/10

活动内容: 随机Boss在地图上每 4 分钟随机生成一次.
勿信谣.

切记：活动所得物品必须进行相关认证，认证方法请查看百度贴吧世界RPG吧活动专贴.",-1
357,I0PV,紫色幸运光环,[收藏品],448
358,I0PU,烟花,[收藏品],-1
359,I0PT,世界大咖·法老坐骑,"[收藏品]
骑上它放飞自我",518
360,I0PS,世界大咖·冰龙坐骑,"[收藏品]
骑上它放飞自我",520
361,I0PR,(特殊)的属性积分,,-1
362,I0PQ,杀戮者长靴 藏品,"[收藏品]
杀戮者长靴",489
363,I0PP,征服·无双之戒,"[史诗]
- 冥灵传世 首饰 -
无双之戒征服一切
∴全属性 +420
∴技能伤害 +12.5%
∴造成伤害时将有20% 几率 25%的额外伤害
∴每当释放技能 15% 几率 5秒持续时间内伤害5% 提高
∴在受到攻击时有概率激活绝对守护
▣ 等级.100",868
364,I0PO,诡异·罪恶印记,"[史诗]
- 冥灵传世 首饰 -
据说，使用者的罪恶越深重，它会更闪耀强大.
∴全属性 +330
∴魔法值 +3750
∴技能伤害 +7.5%
∴点击使用 释放禁忌法术
▣ 等级.100",867
365,I0PN,烈冲·愤怒之冠,"[史诗]
- 冥灵传世 头盔 -
蕴含巨大愤怒之气
∴护甲 +110
∴全属性 +225
∴技能伤害 +7%
∴点击使用 激活烈冲之怒
∴火焰伤害 +6%
▣ 等级.100",866
366,I0PM,红莲花,"[收藏品]
红莲花",442
367,I0PL,世界大咖·欧皇硬币 交换,"玉尘冰晶3个换1个世界大咖·欧皇硬币.

最高3次.",-1
368,I0PK,暖曦灵魂,"[收藏品]
暖曦灵魂",443
369,I0PJ,酷寒灵魂,"[收藏品]
酷寒灵魂",444
370,I0PI,万圣节蜘蛛,"[收藏品]
骑个蜘蛛咋样?",530
371,I0PH,世界大咖·欧皇硬币 交换,"3个发光的糖块交换1枚世界大咖·欧皇硬币.

活动期间最多可以交换3次.",-1
372,I0PG,南瓜领地邀请函,"[召唤类物品]
南瓜南瓜，可爱的南瓜，去摘.
◎开启活动事件“南瓜领地”",-1
373,I0PF,神秘灵魂光环,"[收藏品]
神秘灵魂光环",440
374,I0PE,邪恶灵魂光环,"[收藏品]
邪恶灵魂光环",439
375,I0PD,闪耀灵魂光环,"[收藏品]
闪耀灵魂光环",438
376,I0PC,橙色的幸运光环,[收藏品],450
377,I0PB,幼小幽灵魔术棒,"[收藏品]
召唤小跟班幼小幽灵.",-1
378,I0PA,和谐·生命之光,"[史诗]
- 冥灵传世 武器 (法杖) -
生命拥有无上的美好.
∴攻击力+7800
∴智力 +720
∴每当释放技能触发生命火焰
∴点击使用 生命终结
∴自然属性+10%
▣ 等级.100",864
379,I0P9,聚华·大地之心,"[史诗]
- 禁断圣物 武器 (法杖) -
吸收天地之精华、蕴含巨大法力的神器
∴攻击力+7050
∴智力 +645
∴每当释放技能触发恢复
∴点击使用 触发混沌光晕
∴自然属性+8%
▣ 等级.100",856
380,I0P8,空灵·深邃之甲,"[史诗]
- 冥灵传世 铠甲 -
我能看清所有创造物
∴护甲 +290
∴力量 +375, 敏捷 +180
∴所受伤害-15%
∴生命处于50%以下时激活深邃唤醒
∴点击使用 撕裂地平线
▣ 等级.100",865
381,I0P7,世界大咖·巨龙坐骑,"[收藏品]
骑上它放飞自我",519
382,I0P6,降世·邪恶种籽,"[史诗]
- 冥灵传世 首饰 -
只要有人存在，就会无限传播.
∴全属性 +360
∴魔法值 +4500
∴技能伤害 +9%
∴点击使用 释放禁忌法术
∴施法时产生邪恶种籽
▣ 等级.100",863
383,I0P5,锢魂·寒冰指环,"[史诗]
- 冥灵传世 首饰 -
里面禁锢着灵魂的远古戒指
∴主属性 +555
∴攻击速度 +30%
∴技能伤害 +17.5%
∴魔法值恢复 +20
∴点击使用 锢魂霜盾
▣ 等级.100",862
384,I0P4,帝命九华赤霄剑,"[史诗]
- 冥灵传世 武器 (近战) -
寒光逼人、刃如霜雪的宝剑陪伴着你走孤独的道路.
∴攻击力+10950
∴力量 +700, 敏捷 +345
∴技能伤害 +15%
∴攻击时几率发动寒光斩击
∴点击使用 赤霄
▣ 等级.100",861
385,I0P3,地底君主力量结晶,[收藏品],322
386,I0P2,海神力量结晶,[收藏品],316
387,I0P1,火灵战神力量结晶,[收藏品],311
388,I0P0,瓦尔托拉力量结晶,"[收藏品]
改变背包的外观.",306
389,I0OZ,世界大咖·欧皇硬币,"[神秘物品]
- 商品 -
欧皇专用硬币，既努力还很欧的世界大咖才配拥有.",377
390,I0OY,世界大咖·欧皇服装,[收藏品],-1
391,I0OX,纯净翅膀 藏品,"[收藏品]
纯净翅膀",488
392,I0OW,刹那·风王袍服,"[史诗]
- 冥灵传世 铠甲 -
拥有极快速度的袍服.
∴护甲 +200
∴敏捷 +435
∴技能伤害 & 魔法抗性 +10%
∴每当释放技能 1.5秒持续时间的风怒触发
▣ 等级.100",860
393,I0OV,纯净翅膀,"[史诗]
- 传奇至宝 铠甲 -
∴全属性 +130
∴移动速度 +50
∴5秒触发一次 周围的友军获得生命值1000 恢复
▣ 等级.70",105
394,I0OU,莱茵水滴,"[史诗]
- 传奇至宝 首饰 -
∴全属性 +100
∴生命值恢复 +20
∴魔法值恢复 +20
∴点击使用 利用水滴形成屏障
∴冰属性/水属性伤害+5%
▣ 等级.70",104
395,I0OT,潮汐法衣,"[史诗]
- 传奇至宝 铠甲 -
∴护甲 +110
∴智力 +140
∴魔法抗性 +7.5%
∴被攻击时5秒内获得生命值1200 恢复
▣ 等级.70",103
396,I0OS,三叉戟,"[史诗]
- 传奇至宝 武器 (通用) -
∴攻击力+2750
∴主属性 +200
∴技能伤害 +5%
∴每当释放技能后接下来3次攻击得到强化
▣ 等级.70",102
397,I0OR,孤寂·深渊披风 藏品,"[收藏品]
孤寂·深渊披风",487
398,I0OQ,永生·不朽之翼 藏品,"[收藏品]
永生·不朽之翼",486
399,I0OP,悲魔·摄灵者 藏品,"[收藏品]
悲魔·摄灵者",485
400,I0OO,混沌魔镐,"[史诗]
- 冥灵传世 镐头 -
∴采矿速度: 4秒挖掘1次
∴可以挖掘巨型石矿和混沌石矿",385
401,I0ON,苍破·魔神之角,"[史诗]
- 冥灵传世 头盔 -
回到过去.
∴护甲 +115
∴主属性 +105, 全属性 +165
∴技能伤害 & 致命一击概率 +15%
∴所受伤害+12%
∴3000码移动距离时，在下一次攻击释放毁灭光线
▣ 等级.100",858
402,I0OM,归反·智慧源泉,"[史诗]
- 冥灵传世 头盔 -
一个能洞察万物的全知源泉
∴护甲 +115
∴智力 +330
∴魔法值 +2250
∴技能伤害 +12%
∴每当释放技能 7.5% 几率触发顿悟
∴点击使用 魔力专注
▣ 等级.100",857
403,I0OL,洩矢·恶魔之手,"[史诗]
- 冥灵传世 首饰 -
沾满灵魂的恶魔之手
∴攻击力+2400
∴全属性 +270, 主属性 +90
∴技能伤害 &伤害减免率 +9%
∴点击使用和5秒触发一次 造成下次攻击附加恶魔之握强化
▣ 等级.100",859
404,I0OK,孤寂·深渊披风,"[史诗]
- 冥灵传世 翅膀 -
他曾说，在深渊等你.
∴全属性 +325
∴技能伤害 +9%
∴持续伤害+13.5%
∴直接命中时，激活腐蚀
▣ 等级.100",854
405,I0OJ,永生·不朽之翼,"[史诗]
- 冥灵传世 翅膀 -
感觉，我不会死了
∴全属性 +375
∴生命值 +2250
∴所受伤害-10%
∴持续战斗状态提高属性
∴死亡时复活
▣ 等级.100",853
406,I0OI,悲魔·摄灵者,"[史诗]
- 冥灵传世 翅膀 -
每个可怕的灵魂都是我的力量 ..
∴力量 +255, 智力 +480
∴技能伤害 & 魔法抗性 +9%
∴5秒触发一次生命值和魔法值的10% 恢复
∴点击使用 吞噬灵魂
▣ 等级.100",855
407,I0OH,冥煞·混世血甲,"[史诗]
- 冥灵传世 铠甲 -
给我血!
∴护甲 +250
∴全属性 +300
∴技能伤害 &伤害减免 +7.5%
∴生命处于20%以下时触发嗜血渴望
∴点击使用 铸血
▣ 等级.100",851
408,I0OG,救济·无上法袍,"[史诗]
- 冥灵传世 铠甲 -
寻求神灵保佑拯救那冤死的灵魂
∴护甲 +230
∴智力 +405
∴生命值 +2250
∴周围的友军 技能伤害 8% & 魔法抗性 10%提升
∴点击使用 救济
▣ 等级.100",849
409,I0OF,塔那拖斯·深渊法衣,"[史诗]
- 冥灵传世 铠甲 -
无尽的深渊力量。。。熟悉的配方
∴护甲 +200
∴智力 +525
∴魔法值 +1500
∴技能伤害 +15%
∴点击使用 绝灭
▣ 等级.100",850
410,I0OE,追想·业风之戒,"[史诗]
- 冥灵传世 首饰 -
想要自由的人，就把身体托付给风吧.
∴全属性 +375
∴移动速度 +60
∴攻击速度 +45%
∴攻击和释放技能时有几率触发神风
∴点击使用瞬间移到目标位置
▣ 等级.100",852
411,I0OD,羲和·静籁永恒,"[史诗]
- 冥灵传世 铠甲 -
世界，终于安静了..
∴护甲 +275
∴力量 +375, 敏捷 +240
∴魔法抗性 +12%
∴持续地使 周围的友军获得生命值生命恢复
∴点击使用 静籁永恒
▣ 等级.100",847
412,I0OC,祓厄·毁灭之剑,"[史诗]
- 冥灵传世 武器 (近战) -
附带灾难的剑
∴攻击力+8250
∴力量 +645, 智力 +405
∴攻击速度 -75%
∴每当释放技能 激活毁灭打击
∴点击使用 附魔之剑
▣ 等级.100",846
413,I0OB,哀歌·守夜者翅膀,"[史诗]
- 冥灵传世 翅膀 -
守夜者的翅膀
∴力量 +300
∴敏捷 +285
∴移动速度 +50
∴技能伤害 +7.5%
∴每当释放技能 造成下次攻击强化
∴强化攻击叠加疯狂之夜
▣ 等级.100",848
414,I0OA,哀歌·守夜者翅膀 藏品,"[收藏品]
哀歌·守夜者翅膀",484
415,I0O9,荆棘·霜寒羽翼 藏品,"[收藏品]
荆棘·霜寒羽翼",483
416,I0O8,焚神·浴火魂翼 藏品,"[收藏品]
焚神·浴火魂翼",482
417,I0O7,破穹·勇敢之心 藏品,"[收藏品]
破穹·勇敢之心",481
418,I0O6,破邪·苍穹统治者 藏品,"[收藏品]
破邪·苍穹统治者",480
419,I0O3,贪婪·无尽诅咒,"[史诗]
- 冥灵传世 翅膀 -
人类的贪婪是无止境的。
∴主属性 +405
∴生命值&魔法值 +2250
∴所受治疗量-25%
∴造成伤害时触发贪婪
▣ 等级.100",317
420,I0O2,公爵魔石,"[史诗]
- 鸿蒙起源 硬币品级 -",327
421,I0O1,上古秘书,"[史诗]
- 鸿蒙起源 材料 -
∴点击查看相关合成组合",337
422,I0O0,普瑞斯白金硬币,"[史诗]
- 冥灵传世 硬币品级 -
很值钱的硬币。 它可以与收藏家交易其他物品.",299
423,I0NZ,普瑞斯黄金硬币,"[史诗]
- 禁断圣物 硬币品级 -
一种有价值的硬币，可收集它用来交易其他物品.",257
424,I0NY,购买稀有物品,消耗硬币买自己可用的物品.,-1
425,I0NX,出售稀有物品,出售物品活动有价值的硬币.,-1
426,I0NW,神圣印记,"[史诗]
- 冥灵传世 材料 -
∴点击查看相关合成组合",320
427,I0NV,灵魂碎片,"[史诗]
- 冥灵传世 材料 -
∴点击查看相关合成组合",318
428,I0NU,地府碎片,"[史诗]
- 冥灵传世 材料 -
∴点击查看相关合成组合",319
429,I0NT,绝息·爆破背包,"[史诗]
- 禁断圣物 武器 (背包) -
危险 危险 危险！
∴攻击力+8400
∴力量 +675
∴技能伤害 +16%
∴所受伤害+8%
▣ 等级.100",845
430,I0NS,凋零·绝望背包,"[史诗]
- 冥灵传世 武器 (背包) -
别偷看里面！.
∴攻击力+9300
∴力量 +765
∴技能伤害 +20%
∴所受伤害+10%
▣ 等级.100",844
431,I0NR,异象·死亡背包,"[史诗]
- 冥灵传世 武器 (背包) -
我们生活在末日时代.
∴攻击力+8100
∴力量 +720
∴技能伤害 +12%
∴所受伤害-24%
∴点击使用 投出能量
▣ 等级.100",843
432,I0NQ,化生·天堂之门,"[史诗]
- 冥灵传世 武器 (通用) -
永恒的幸福是否就在那扇门外，推开试试?
∴攻击力+6300
∴全属性 +615
∴魔法抗性 +12%
∴光属性 +10%
∴治疗友军时，激活天堂之光
∴点击使用 天堂之门
▣ 等级.100",842
433,I0NP,破邪·苍穹统治者,"[史诗]
- 冥灵传世 翅膀 -
统治苍穹的翅膀
∴力量 +345, 敏捷 +375
∴技能伤害 & 魔法抗性 +10%
∴释放技能时下次攻击触发苍穹之力
∴点击使用 毁灭之星
▣ 等级.100",841
434,I0NO,荆棘·霜寒羽翼,"[史诗]
- 冥灵传世 翅膀 -
统治霜寒的翅膀
∴智力 +375
∴生命值 +1500
∴魔法值 +4500
∴技能伤害 +15%
∴冰属性/水属性+8%
∴每当释放技能触发冰霜之棘
▣ 等级.100",840
435,I0NN,焚神·浴火魂翼,"[史诗]
- 冥灵传世 翅膀 -
统治火焰的翅膀
∴攻击力+3900
∴力量 +310
∴敏捷 +310
∴技能伤害 +5%
∴点击使用 坠落火焰
▣ 等级.100",839
436,I0NM,宁歇·疯狂指环,"[史诗]
- 冥灵传世 首饰 -
敢穿这个，你是不是疯了?
∴力量 +405
∴敏捷 +375
∴持续伤害+30%
∴所受治疗量-30%
∴攻击时几率触发狂暴
▣ 等级.100",838
437,I0NL,碎魔·绝望之戒,"[史诗]
- 冥灵传世 首饰 -
我诅咒这一切.
∴全属性 +375
∴魔法值恢复 +30
∴暗属性 +5%
∴直接命中目标时激活持续静息攻击
∴点击使用 诅咒
▣ 等级.100",837
438,I0NK,尘寰·希望之戒,"[史诗]
- 冥灵传世 首饰 -
我爱万物!
∴全属性 +360
∴生命值恢复 +180
∴光属性 +5%
∴技能命中友军时触发[激情]效果
∴点击使用 希望
▣ 等级.100",836
439,I0NJ,亚塔纳西亚·收割盔甲,"[史诗]
- 冥灵传世 铠甲 -
你以为你能逃避死亡吗？?
∴护甲 +200
∴力量 +180, 敏捷 +390
∴技能伤害 & 致命一击概率 +12%
∴生命处于20%时召唤收割者
▣ 等级.100",835
440,I0NI,涅瓦迪欧·血魔之甲,"[史诗]
- 冥灵传世 铠甲 -
被恶魔之血浸透的盔甲
∴护甲 +210
∴敏捷 +345
∴技能伤害 +12%
∴造成伤害时将有鲜血充能
∴点击使用 释放鲜血之能
▣ 等级.100",834
441,I0NH,归寂·荆棘铠甲,"[史诗]
- 冥灵传世 铠甲 -
用地狱之火锻造的诅咒盔甲
∴护甲 +250
∴力量 +390
∴技能伤害 +10%
∴点击使用 荆棘之刺
∴在受到足够伤害量时将充能下次荆棘之刺
▣ 等级.100",833
442,I0NG,平静·卸尘之冠,"[史诗]
- 冥灵传世 头盔 -
你别怕.
∴护甲 +135
∴全属性 +285
∴技能伤害 +10%
∴几率触发冰冻效果
∴冰属性/水属性伤害+7.5%
▣ 等级.100",832
443,I0NF,无常·愤怒之冠,"[史诗]
- 冥灵传世 头盔 -
我出离地愤怒!
∴护甲 +120
∴全属性 +255
∴技能伤害 +8%
∴点击使用 暴怒
∴火焰伤害 +7.5%
▣ 等级.100",831
444,I0NE,轮回·毁灭头巾,"[史诗]
- 冥灵传世 头盔 -
结束后将开始新的轮回.
∴护甲 +125
∴力量 & 敏捷 +195
∴智力 +255
∴技能伤害 +5%
∴点击使用 毁灭时刻
▣ 等级.100",830
445,I0ND,缵载·半神面具,"[史诗]
- 冥灵传世 头盔 -
拥有半神力量的面具
∴护甲 +130
∴敏捷 +255
∴生命值 +1500
∴生命值恢复 +120
∴技能伤害 +12%
∴点击使用 半神模式
▣ 等级.100",829
446,I0NC,颓丧·返虚魔眼,"[史诗]
- 冥灵传世 头盔 -
死亡注视着你..
∴护甲 +115
∴敏捷 +285
∴生命值 +1500
∴技能伤害 & 致命一击概率 +10%
∴攻击时触发收割者之眼
▣ 等级.100",828
447,I0NB,意志·沁盾守护,"[史诗]
- 冥灵传世 头盔 -
充满保护者意志的头盔
∴护甲 +150
∴力量 +240
∴所受伤害-15%
∴对靠近的友军给予保护
∴点击使用 激活守护者的意志
▣ 等级.100",827
448,I0NA,圣辉·苍穹之曜,"[史诗]
- 冥灵传世 头盔 -
你甚至都不能凝视它.
∴护甲 +140
∴力量 +240, 敏捷 +210
∴攻击伤害+10%
∴攻击时触发高能
∴1分钟CD，主动使用触发魔法免疫
▣ 等级.100",826
