,key,name,description,id
256,rspd,蝙蝠之翼,"[罕見]
- 翅膀 -
∴敏捷 +60
∴智力 +60
∴生命值 +600
∴400碼移動距離後觸發吸血打擊
▣ 等級.50",71
257,rman,萬聖節小孩力量結晶,"[收藏品]
改變揹包的外觀.",422
258,rma2,萬聖節蜘蛛力量結晶,"[收藏品]
改變揹包的外觀.",420
259,rres,真·血精石甲,"[史詩]
- 神話傳說 鎧甲 -
蘊含血精之石的堅硬鎧甲
∴護甲 +190
∴力量 +160
∴敏捷 +60
∴智力 +160
∴所受傷害-6%
∴點擊使用 觸發血石之盾
▣ 等級.100",754
260,rreb,海洋姑娘3力量結晶,"[收藏品]
改變揹包的外觀.",417
261,rhe1,守護巖甲,"[罕見]
- 鎧甲 -
∴護甲 +130
∴力量, 智力 +75
∴所受傷害-5%
∴點擊使用 觸發石盾
▣ 等級.50",70
262,rhe2,美味的肉,"[食物]
從哪兒來的肉?
∴15分鐘內主屬性 +10 提高",12
263,rhe3,萬聖節傀儡力量結晶,"[收藏品]
改變揹包的外觀.",421
264,rdis,海洋姑娘1力量結晶,"[收藏品]
改變揹包的外觀.",415
265,rwat,忠誠·擲閃電者,"[史詩]
- 鴻蒙起源 武器 (法杖) -
擊落閃電的法杖，強大的力量宛如上帝憤怒一般
∴攻擊力+10300
∴智力 +840
∴生命值 +2000
∴技能傷害 +5%
∴致命一擊倍率 +0.3x
∴攻擊時觸發閃電印記
▣ 等級.100",873
266,pclr,綠色水晶魔像力量結晶,"[收藏品]
改變揹包的外觀.",19
267,plcl,附魔追逐者,"[史詩]
- 禁斷聖物 武器 (槍支) -
不要錯過任何讓你變強大的機會
∴攻擊力+7000
∴敏捷 +570, 智力 +275
∴攻擊速度 +25%
∴技能傷害 +8%
∴使用觸發附魔追逐
▣ 等級.100",760
268,silk,末日·火舞之怒·焰紋封魔炮,"[史詩]
- 禁斷聖物 武器 (槍支) -
絕望吧！！.
∴攻擊力+7800
∴敏捷 +610
∴致命一擊倍率 +0.25x
∴6秒觸發一次攻擊附加毀滅末日強化
▣ 等級.100",761
269,vamp,冥諭·鑄血甲冑,"[史詩]
- 禁斷聖物 鎧甲 -
給我血!
∴護甲 +220
∴力量 & 智力 +210
∴敏捷 +90
∴技能傷害 +4%, 持續傷害+12%
∴所受傷害-6%
∴點擊使用 鑄血
▣ 等級.100",792
270,sreg,巨龍之怒·縛靈之手,"[史詩]
- 禁斷聖物 武器 (通用) -
可以讓你控制巨龍的武器
∴攻擊力+5700
∴全屬性 +450
∴生命值恢復 +90
∴技能傷害 +7.5%
∴點擊使用 釋放巨龍之力
▣ 等級.100",252
271,ssan,火舞之怒·焰紋封魔炮,"[史詩]
- 神話傳說 武器 (槍支) -
你會被憤怒針對
∴攻擊力+7050
∴敏捷 +540
∴致命一擊概率 +5%
∴攻擊時幾率 觸發熾熱憤怒
▣ 等級.100",236
272,tcas,力量揹包,"[罕見]
- 武器 (揹包) -
∴攻擊力+1400
∴力量 +150
∴技能傷害 +5%
∴所受傷害-15%
▣ 等級.50",605
273,I0SA,船票 - 樂土,"[船票]
你是否想魂歸樂土？
▣需求等級: 100",-1
274,I0S9,血神之眼,"[史詩]
- 鴻蒙起源 頭盔 -
充滿渴望的眼睛
∴護甲 +135
∴智力 +375
∴魔法抗性 +10%
∴周圍的友軍傷害和技能傷害 7.5%提升
∴點擊使用 赤紅之子
▣ 等級.100",917
275,I0S8,神祕盒子,"[特殊物品]
想知道是什麼嗎?
∴低概率贈予獎勵",401
276,I0S7,靈魂追逐者,"[史詩]
- 鴻蒙起源 武器 (槍支) -
一顆追逐靈魂的神祕子彈
∴攻擊力+10500
∴敏捷 +845
∴智力 +425
∴攻擊速度 +45%
∴技能傷害 +17.5%
∴技能命中累積魂量
∴點擊使用 激活靈魂追逐
▣ 等級.100",921
277,I0S5,纘載·半神面具,"[史詩]
- 冥靈傳世 頭盔 -
擁有半神力量的面具
∴護甲 +130
∴敏捷 +255
∴生命值 +1500
∴生命值恢復 +120
∴技能傷害 +12%
∴點擊使用 半神模式
▣ 等級.100",829
278,I0S4,彩虹貓咪力量結晶,[收藏品],413
279,I0S3,歡樂時光獎勵,"參與遊戲的玩家的數量會激活不同的祝福加成.

2-6個玩家獲得的祝福加成
經驗值獲取4~20% 提高
BOSS重生時間 5~30%減少
小型BOSS最大可召喚2~10次
中型BOSS可召喚1~5次

6個以上玩家獲得的祝福加成
中型BOSS的掉率10% 提高",-1
280,I0S2,確認掉落物品,確認BOSS掉落的物品.,-1
281,I0S1,災變花冠,"[史詩]
- 鴻蒙起源 頭盔 -
混亂！ 破壞! 遺忘!
∴護甲 +145
∴全屬性 +300
∴技能傷害 +10%
∴火焰傷害 +7.5%
∴自然屬性+5%
∴點擊使用激活大災變
▣ 等級.100",901
282,I0S0,週年慶留念,[收藏品],-1
283,I0RZ,週年慶之夢徽章,"[收藏品]
這是真的麼?",-1
284,I0RY,勇敢的螃蟹力量結晶,[收藏品],418
285,I0RX,週年慶禮物,"[特殊物品]
想知道是什麼嗎?
∴低概率贈予獎勵
∴如果退出戰鬥，將自動使用",402
286,I0RW,蔚藍翅膀,"[收藏品]
蔚藍翅膀",506
287,I0RV,魔法石碑,"[收藏品]
充滿魔力的石碑。在你死後可以放下一塊華麗的石碑.",536
288,I0RU,存儲擴展券,"存儲擴展1格.
最高12個小格子擴展.",407
289,I0RT,腐敗光環,"[特殊物品]
附加時受到持續傷害，每秒增加5點；未附加時3秒後每秒減少8點。如果疊加超過 50，你的生命能量開始枯萎.

點擊使用 將你一半的生命能量轉移到目標.",400
290,I0RS,生命能量,"[特殊物品]
每損失1點，你從他人那裏獲得的生命回覆和治療量減少0.8%。當它達到0時，你就會死亡。.

點擊使用將50%的生命能量轉移給目標.",399
291,I0RR,事件 開/關,"啓用/禁用事件.

如果您與其他玩家一起玩，請在使用此選項前諮詢他們.",-1
292,I0RQ,弗羅斯特先驅的衣服,"[史詩]
- 鴻蒙起源 鎧甲 -
世界將被暴風雪覆蓋
∴護甲 +235
∴智力 +475
∴生命值 +1500
∴技能傷害 +10%
∴魔法抗性 +10%
∴冰屬性/水屬性+5%
∴裝備時，啓用冰霜光環
∴點擊使用 召喚冰霜先驅
▣ 等級.100",888
293,I0RP,蔚藍幻影光環,,436
294,I0RO,藍色符文光環,[收藏品],435
295,I0RN,拉撒路的傳家寶,"[史詩]
- 鴻蒙起源 首飾 -
契約將我們永遠捆綁在一起.
∴力量 +550
∴敏捷 & 智力 +200
∴點擊使用 激活血之符文
∴若該物品卸下，鮮血契約將被停用
▣ 等級.100",876
296,I0RM,土靈鑰匙,"[召喚類物品]
可以開啓土靈房間的鑰匙",-1
297,I0RL,土靈鑰匙 交換,"[交易]
綠色魔法石 3個和混沌之石 3枚交換1個土靈鑰匙.",-1
298,I0RK,聖誕樹,[收藏品],-1
299,I0RJ,冰川光環,[收藏品],445
300,I0RI,雪橇,[收藏品],534
301,I0RH,辰光·神化之星,"[史詩]
- 鴻蒙起源 首飾 -
高高翱翔，凌駕於世界的瘋狂之上.
∴全屬性 +450
∴技能傷害 +15%
∴點擊使用 神化
▣ 等級.100",892
302,I0RG,魔法硬幣,"[神祕物品]
- 商品 -
充滿魔力的硬幣.

魔法硬幣 1枚 -> 普瑞斯銀幣 1枚
魔法硬幣 100枚 -> 世界大咖·歐皇硬幣 1枚",381
303,I0RF,調整難度,調整BOSS的難度模式.,-1
304,I0RE,驚世·魔靈千星,"[史詩]
- 鴻蒙起源 頭盔 -
我是誰?
∴護甲 +140
∴全屬性 +290
∴技能傷害 +12.5%
∴暗屬性 +7.5%
∴點擊使用 瘋狂之影
▣ 等級.100",889
305,I0RD,船票 - 沙灘,"[船票]
在海邊有許多墨洛克人.
▣需求等級: 30",-1
306,I0RC,恐怖之夜徽章,"[收藏品]
哇哈哈哈!",-1
307,I0RB,地獄犬,"[收藏品]
來自地獄的獵犬.",531
308,I0R9,(特殊) 獨尊·喧囂血翼持續隱身,,-1
309,I0R8,引導者力量結晶,[收藏品],351
310,I0R7,土神力量結晶,[收藏品],334
311,I0R6,公爵力量結晶,"[收藏品]
改變揹包的外觀.",328
312,I0R5,硬幣兌換,將所有掉落的物品轉換爲硬幣.,-1
313,I0R4,祭典之念,"[史詩]
- 鴻蒙起源 材料 -
∴點擊查看相關合成組合",325
314,I0R3,靈魂綻放,"[史詩]
- 鴻蒙起源 材料 -
∴點擊查看相關合成組合",326
315,I0R2,血之精華,"[史詩]
- 鴻蒙起源 材料 -
∴點擊查看相關合成組合",324
316,I0R1,冰龍魔術棒,[收藏品],-1
317,I0R0,銀狼魔術棒,[收藏品],-1
318,I0QZ,下一頁,確認下一頁.,-1
319,I0QY,主天使魔術棒,[收藏品],-1
320,I0QX,火焰夢魘魔術棒,[收藏品],-1
321,I0QW,魔龍魔術棒,[收藏品],-1
322,I0QV,自然守護者魔術棒,[收藏品],-1
323,I0QU,死亡吞噬者魔術棒,[收藏品],-1
324,I0QT,女妖魔術棒,[收藏品],-1
325,I0QS,怨魔魔術棒,[收藏品],-1
326,I0QR,瓦爾托拉魔術棒,[收藏品],-1
327,I0QQ,火神魔術棒,[收藏品],-1
328,I0QP,水神魔術棒,[收藏品],-1
329,I0QO,阿加雷斯魔術棒,[收藏品],-1
330,I0QN,世界大咖·歐皇硬幣 交換,"如果你給我4個神祕海螺，我將送給你一枚歐皇硬幣.

最高3次.",-1
331,I0QL,螃蟹魔術棒,[收藏品],-1
332,I0QK,大龍蝦,"[收藏品]
憤怒的龍蝦",528
333,I0QJ,週年慶活動門票,"[召喚類物品]
邀請您參加週年慶活動!
◎激活“海蝕洞狂歡”和“螃蟹盛會”",-1
334,I0QI,幽茫·靈魂深鎖,"[史詩]
- 鴻蒙起源 武器 (通用) -
收割你的最後一口氣
∴攻擊力+13000
∴主屬性 +1150
∴攻擊速度 +35%
∴技能傷害 +12.5%
∴生命值50%以下的敵人受到傷害時遭受深淵之踏
∴點擊使用 幽茫之擊
▣ 等級.100",880
335,I0QH,怨魔 徽章,[收藏品],298
336,I0QG,歡樂翅膀,"[收藏品]
歡樂翅膀",514
337,I0QF,暮光翅膀,"[收藏品]
暮光翅膀",513
338,I0QE,魂靈力量結晶,[收藏品],345
339,I0QD,勝利者翅膀,"[收藏品]
勝利者翅膀",512
340,I0QC,巔峯坐騎·穹宇之主,"[收藏品]
是傳說中守護天空的鳥。.",521
341,I0QB,再次召喚BOSS,恢復英雄周圍單位的生命值。,-1
342,I0QA,放棄戰利品,放棄獲得戰利品的權利。.,-1
343,I0Q9,潮汐鑰匙 交換,"[交易]
藍色魔法石 3個和混沌之石 3個收齊之後可以交換潮汐鑰匙.",-1
344,I0Q8,爝火鑰匙 交換,"[交易]
紅色魔法石 3個和混沌之石 3個收齊之後可以交換爝火鑰匙.",-1
345,I0Q7,風暴鑰匙 交換,"[交易]
白色魔法石 3個和混沌之石 3個收齊之後可以交換風暴鑰匙.",-1
346,I0Q6,船票 - 普瑞斯前沿陣地,"[船票]
爲了快速消滅墮落的生物，冒險者創建的一個基地。.
▣需求等級: 100
▣推薦等級: 神話傳說品質以上裝備的冒險者",-1
347,I0Q5,船票 - 熔岩火山,"[船票]
熔岩火山可是令人恐懼的地方.
▣需求等級: 60
▣推薦等級: 60~70",-1
348,I0Q4,無痕·破碎之心,"[史詩]
- 鴻蒙起源 武器 (通用) -
獻上你的心!
∴攻擊力+10700
∴主屬性 +930
∴攻擊速度 +30%
∴技能傷害 +7.5%
∴生命值50%以下的敵人獲得傷害額外增強
∴點擊使用 無痕破碎
▣ 等級.100",878
349,I0Q3,黑珍珠,"[魔力]
- 材料 -
∴點擊查看相關合成組合",28
350,I0Q2,猩紅尖牙,"[魔力]
- 武器 (通用) -
∴攻擊力+65
∴主屬性 +25
∴致命一擊概率 +10%
∴每攻擊時10 生命值恢復
▣ 等級.10",563
351,I0Q1,普瑞斯銅幣,"[史詩]
- 傳奇至寶 硬幣品級 -
用有價值的童話可向收藏家兌換其他物品。.",375
352,I0Q0,收割之神(坐騎),[收藏品],532
353,I0PZ,獲取戰利品,隨機獲得BOSS掉落的戰利品.,-1
354,I0PY,遠古樹枝,"[召喚類物品]
召喚儀式上使用的樹枝
◎3個集齊可以召喚BOSS自然守護者",9
355,I0PX,返回點設置,將當前地點指定爲迴歸和復活位置.,-1
356,I0PW,奇異事件,"這是本次活動的注意事項.

活動時間: 03/27 ~ 04/10

活動內容: 隨機Boss在地圖上每 4 分鐘隨機生成一次.
勿信謠.

切記：活動所得物品必須進行相關認證，認證方法請查看百度貼吧世界RPG吧活動專貼.",-1
357,I0PV,紫色幸運光環,[收藏品],448
358,I0PU,煙花,[收藏品],-1
359,I0PT,世界大咖·法老坐騎,"[收藏品]
騎上它放飛自我",518
360,I0PS,世界大咖·冰龍坐騎,"[收藏品]
騎上它放飛自我",520
361,I0PR,(特殊)的屬性積分,,-1
362,I0PQ,殺戮者長靴 藏品,"[收藏品]
殺戮者長靴",489
363,I0PP,征服·無雙之戒,"[史詩]
- 冥靈傳世 首飾 -
無雙之戒征服一切
∴全屬性 +420
∴技能傷害 +12.5%
∴造成傷害時將有20% 幾率 25%的額外傷害
∴每當釋放技能 15% 幾率 5秒持續時間內傷害5% 提高
∴在受到攻擊時有概率激活絕對守護
▣ 等級.100",868
364,I0PO,詭異·罪惡印記,"[史詩]
- 冥靈傳世 首飾 -
據說，使用者的罪惡越深重，它會更閃耀強大.
∴全屬性 +330
∴魔法值 +3750
∴技能傷害 +7.5%
∴點擊使用 釋放禁忌法術
▣ 等級.100",867
365,I0PN,烈衝·憤怒之冠,"[史詩]
- 冥靈傳世 頭盔 -
蘊含巨大憤怒之氣
∴護甲 +110
∴全屬性 +225
∴技能傷害 +7%
∴點擊使用 激活烈衝之怒
∴火焰傷害 +6%
▣ 等級.100",866
366,I0PM,紅蓮花,"[收藏品]
紅蓮花",442
367,I0PL,世界大咖·歐皇硬幣 交換,"玉塵冰晶3個換1個世界大咖·歐皇硬幣.

最高3次.",-1
368,I0PK,暖曦靈魂,"[收藏品]
暖曦靈魂",443
369,I0PJ,酷寒靈魂,"[收藏品]
酷寒靈魂",444
370,I0PI,萬聖節蜘蛛,"[收藏品]
騎個蜘蛛咋樣?",530
371,I0PH,世界大咖·歐皇硬幣 交換,"3個發光的糖塊交換1枚世界大咖·歐皇硬幣.

活動期間最多可以交換3次.",-1
372,I0PG,南瓜領地邀請函,"[召喚類物品]
南瓜南瓜，可愛的南瓜，去摘.
◎開啓活動事件“南瓜領地”",-1
373,I0PF,神祕靈魂光環,"[收藏品]
神祕靈魂光環",440
374,I0PE,邪惡靈魂光環,"[收藏品]
邪惡靈魂光環",439
375,I0PD,閃耀靈魂光環,"[收藏品]
閃耀靈魂光環",438
376,I0PC,橙色的幸運光環,[收藏品],450
377,I0PB,幼小幽靈魔術棒,"[收藏品]
召喚小跟班幼小幽靈.",-1
378,I0PA,和諧·生命之光,"[史詩]
- 冥靈傳世 武器 (法杖) -
生命擁有無上的美好.
∴攻擊力+7800
∴智力 +720
∴每當釋放技能觸發生命火焰
∴點擊使用 生命終結
∴自然屬性+10%
▣ 等級.100",864
379,I0P9,聚華·大地之心,"[史詩]
- 禁斷聖物 武器 (法杖) -
吸收天地之精華、蘊含巨大法力的神器
∴攻擊力+7050
∴智力 +645
∴每當釋放技能觸發恢復
∴點擊使用 觸發混沌光暈
∴自然屬性+8%
▣ 等級.100",856
380,I0P8,空靈·深邃之甲,"[史詩]
- 冥靈傳世 鎧甲 -
我能看清所有創造物
∴護甲 +290
∴力量 +375, 敏捷 +180
∴所受傷害-15%
∴生命處於50%以下時激活深邃喚醒
∴點擊使用 撕裂地平線
▣ 等級.100",865
381,I0P7,世界大咖·巨龍坐騎,"[收藏品]
騎上它放飛自我",519
382,I0P6,降世·邪惡種籽,"[史詩]
- 冥靈傳世 首飾 -
只要有人存在，就會無限傳播.
∴全屬性 +360
∴魔法值 +4500
∴技能傷害 +9%
∴點擊使用 釋放禁忌法術
∴施法時產生邪惡種籽
▣ 等級.100",863
383,I0P5,錮魂·寒冰指環,"[史詩]
- 冥靈傳世 首飾 -
裏面禁錮着靈魂的遠古戒指
∴主屬性 +555
∴攻擊速度 +30%
∴技能傷害 +17.5%
∴魔法值恢復 +20
∴點擊使用 錮魂霜盾
▣ 等級.100",862
384,I0P4,帝命九華赤霄劍,"[史詩]
- 冥靈傳世 武器 (近戰) -
寒光逼人、刃如霜雪的寶劍陪伴着你走孤獨的道路.
∴攻擊力+10950
∴力量 +700, 敏捷 +345
∴技能傷害 +15%
∴攻擊時幾率發動寒光斬擊
∴點擊使用 赤霄
▣ 等級.100",861
385,I0P3,地底君主力量結晶,[收藏品],322
386,I0P2,海神力量結晶,[收藏品],316
387,I0P1,火靈戰神力量結晶,[收藏品],311
388,I0P0,瓦爾托拉力量結晶,"[收藏品]
改變揹包的外觀.",306
389,I0OZ,世界大咖·歐皇硬幣,"[神祕物品]
- 商品 -
歐皇專用硬幣，既努力還很歐的世界大咖才配擁有.",377
390,I0OY,世界大咖·歐皇服裝,[收藏品],-1
391,I0OX,純淨翅膀 藏品,"[收藏品]
純淨翅膀",488
392,I0OW,剎那·風王袍服,"[史詩]
- 冥靈傳世 鎧甲 -
擁有極快速度的袍服.
∴護甲 +200
∴敏捷 +435
∴技能傷害 & 魔法抗性 +10%
∴每當釋放技能 1.5秒持續時間的風怒觸發
▣ 等級.100",860
393,I0OV,純淨翅膀,"[史詩]
- 傳奇至寶 鎧甲 -
∴全屬性 +130
∴移動速度 +50
∴5秒觸發一次 周圍的友軍獲得生命值1000 恢復
▣ 等級.70",105
394,I0OU,萊茵水滴,"[史詩]
- 傳奇至寶 首飾 -
∴全屬性 +100
∴生命值恢復 +20
∴魔法值恢復 +20
∴點擊使用 利用水滴形成屏障
∴冰屬性/水屬性傷害+5%
▣ 等級.70",104
395,I0OT,潮汐法衣,"[史詩]
- 傳奇至寶 鎧甲 -
∴護甲 +110
∴智力 +140
∴魔法抗性 +7.5%
∴被攻擊時5秒內獲得生命值1200 恢復
▣ 等級.70",103
396,I0OS,三叉戟,"[史詩]
- 傳奇至寶 武器 (通用) -
∴攻擊力+2750
∴主屬性 +200
∴技能傷害 +5%
∴每當釋放技能後接下來3次攻擊得到強化
▣ 等級.70",102
397,I0OR,孤寂·深淵披風 藏品,"[收藏品]
孤寂·深淵披風",487
398,I0OQ,永生·不朽之翼 藏品,"[收藏品]
永生·不朽之翼",486
399,I0OP,悲魔·攝靈者 藏品,"[收藏品]
悲魔·攝靈者",485
400,I0OO,混沌魔鎬,"[史詩]
- 冥靈傳世 鎬頭 -
∴採礦速度: 4秒挖掘1次
∴可以挖掘巨型石礦和混沌石礦",385
401,I0ON,蒼破·魔神之角,"[史詩]
- 冥靈傳世 頭盔 -
回到過去.
∴護甲 +115
∴主屬性 +105, 全屬性 +165
∴技能傷害 & 致命一擊概率 +15%
∴所受傷害+12%
∴3000碼移動距離時，在下一次攻擊釋放毀滅光線
▣ 等級.100",858
402,I0OM,歸反·智慧源泉,"[史詩]
- 冥靈傳世 頭盔 -
一個能洞察萬物的全知源泉
∴護甲 +115
∴智力 +330
∴魔法值 +2250
∴技能傷害 +12%
∴每當釋放技能 7.5% 幾率觸發頓悟
∴點擊使用 魔力專注
▣ 等級.100",857
403,I0OL,洩矢·惡魔之手,"[史詩]
- 冥靈傳世 首飾 -
沾滿靈魂的惡魔之手
∴攻擊力+2400
∴全屬性 +270, 主屬性 +90
∴技能傷害 &傷害減免率 +9%
∴點擊使用和5秒觸發一次 造成下次攻擊附加惡魔之握強化
▣ 等級.100",859
404,I0OK,孤寂·深淵披風,"[史詩]
- 冥靈傳世 翅膀 -
他曾說，在深淵等你.
∴全屬性 +325
∴技能傷害 +9%
∴持續傷害+13.5%
∴直接命中時，激活腐蝕
▣ 等級.100",854
405,I0OJ,永生·不朽之翼,"[史詩]
- 冥靈傳世 翅膀 -
感覺，我不會死了
∴全屬性 +375
∴生命值 +2250
∴所受傷害-10%
∴持續戰鬥狀態提高屬性
∴死亡時復活
▣ 等級.100",853
406,I0OI,悲魔·攝靈者,"[史詩]
- 冥靈傳世 翅膀 -
每個可怕的靈魂都是我的力量 ..
∴力量 +255, 智力 +480
∴技能傷害 & 魔法抗性 +9%
∴5秒觸發一次生命值和魔法值的10% 恢復
∴點擊使用 吞噬靈魂
▣ 等級.100",855
407,I0OH,冥煞·混世血甲,"[史詩]
- 冥靈傳世 鎧甲 -
給我血!
∴護甲 +250
∴全屬性 +300
∴技能傷害 &傷害減免 +7.5%
∴生命處於20%以下時觸發嗜血渴望
∴點擊使用 鑄血
▣ 等級.100",851
408,I0OG,救濟·無上法袍,"[史詩]
- 冥靈傳世 鎧甲 -
尋求神靈保佑拯救那冤死的靈魂
∴護甲 +230
∴智力 +405
∴生命值 +2250
∴周圍的友軍 技能傷害 8% & 魔法抗性 10%提升
∴點擊使用 救濟
▣ 等級.100",849
409,I0OF,塔那拖斯·深淵法衣,"[史詩]
- 冥靈傳世 鎧甲 -
無盡的深淵力量。。。熟悉的配方
∴護甲 +200
∴智力 +525
∴魔法值 +1500
∴技能傷害 +15%
∴點擊使用 絕滅
▣ 等級.100",850
410,I0OE,追想·業風之戒,"[史詩]
- 冥靈傳世 首飾 -
想要自由的人，就把身體託付給風吧.
∴全屬性 +375
∴移動速度 +60
∴攻擊速度 +45%
∴攻擊和釋放技能時有幾率觸發神風
∴點擊使用瞬間移到目標位置
▣ 等級.100",852
411,I0OD,羲和·靜籟永恆,"[史詩]
- 冥靈傳世 鎧甲 -
世界，終於安靜了..
∴護甲 +275
∴力量 +375, 敏捷 +240
∴魔法抗性 +12%
∴持續地使 周圍的友軍獲得生命值生命恢復
∴點擊使用 靜籟永恆
▣ 等級.100",847
412,I0OC,祓厄·毀滅之劍,"[史詩]
- 冥靈傳世 武器 (近戰) -
附帶災難的劍
∴攻擊力+8250
∴力量 +645, 智力 +405
∴攻擊速度 -75%
∴每當釋放技能 激活毀滅打擊
∴點擊使用 附魔之劍
▣ 等級.100",846
413,I0OB,哀歌·守夜者翅膀,"[史詩]
- 冥靈傳世 翅膀 -
守夜者的翅膀
∴力量 +300
∴敏捷 +285
∴移動速度 +50
∴技能傷害 +7.5%
∴每當釋放技能 造成下次攻擊強化
∴強化攻擊疊加瘋狂之夜
▣ 等級.100",848
414,I0OA,哀歌·守夜者翅膀 藏品,"[收藏品]
哀歌·守夜者翅膀",484
415,I0O9,荊棘·霜寒羽翼 藏品,"[收藏品]
荊棘·霜寒羽翼",483
416,I0O8,焚神·浴火魂翼 藏品,"[收藏品]
焚神·浴火魂翼",482
417,I0O7,破穹·勇敢之心 藏品,"[收藏品]
破穹·勇敢之心",481
418,I0O6,破邪·蒼穹統治者 藏品,"[收藏品]
破邪·蒼穹統治者",480
419,I0O3,貪婪·無盡詛咒,"[史詩]
- 冥靈傳世 翅膀 -
人類的貪婪是無止境的。
∴主屬性 +405
∴生命值&魔法值 +2250
∴所受治療量-25%
∴造成傷害時觸發貪婪
▣ 等級.100",317
420,I0O2,公爵魔石,"[史詩]
- 鴻蒙起源 硬幣品級 -",327
421,I0O1,上古祕書,"[史詩]
- 鴻蒙起源 材料 -
∴點擊查看相關合成組合",337
422,I0O0,普瑞斯白金硬幣,"[史詩]
- 冥靈傳世 硬幣品級 -
很值錢的硬幣。 它可以與收藏家交易其他物品.",299
423,I0NZ,普瑞斯黃金硬幣,"[史詩]
- 禁斷聖物 硬幣品級 -
一種有價值的硬幣，可收集它用來交易其他物品.",257
424,I0NY,購買稀有物品,消耗硬幣買自己可用的物品.,-1
425,I0NX,出售稀有物品,出售物品活動有價值的硬幣.,-1
426,I0NW,神聖印記,"[史詩]
- 冥靈傳世 材料 -
∴點擊查看相關合成組合",320
427,I0NV,靈魂碎片,"[史詩]
- 冥靈傳世 材料 -
∴點擊查看相關合成組合",318
428,I0NU,地府碎片,"[史詩]
- 冥靈傳世 材料 -
∴點擊查看相關合成組合",319
429,I0NT,絕息·爆破揹包,"[史詩]
- 禁斷聖物 武器 (揹包) -
危險 危險 危險！
∴攻擊力+8400
∴力量 +675
∴技能傷害 +16%
∴所受傷害+8%
▣ 等級.100",845
430,I0NS,凋零·絕望揹包,"[史詩]
- 冥靈傳世 武器 (揹包) -
別偷看裏面！.
∴攻擊力+9300
∴力量 +765
∴技能傷害 +20%
∴所受傷害+10%
▣ 等級.100",844
431,I0NR,異象·死亡揹包,"[史詩]
- 冥靈傳世 武器 (揹包) -
我們生活在末日時代.
∴攻擊力+8100
∴力量 +720
∴技能傷害 +12%
∴所受傷害-24%
∴點擊使用 投出能量
▣ 等級.100",843
432,I0NQ,化生·天堂之門,"[史詩]
- 冥靈傳世 武器 (通用) -
永恆的幸福是否就在那扇門外，推開試試?
∴攻擊力+6300
∴全屬性 +615
∴魔法抗性 +12%
∴光屬性 +10%
∴治療友軍時，激活天堂之光
∴點擊使用 天堂之門
▣ 等級.100",842
433,I0NP,破邪·蒼穹統治者,"[史詩]
- 冥靈傳世 翅膀 -
統治蒼穹的翅膀
∴力量 +345, 敏捷 +375
∴技能傷害 & 魔法抗性 +10%
∴釋放技能時下次攻擊觸發蒼穹之力
∴點擊使用 毀滅之星
▣ 等級.100",841
434,I0NO,荊棘·霜寒羽翼,"[史詩]
- 冥靈傳世 翅膀 -
統治霜寒的翅膀
∴智力 +375
∴生命值 +1500
∴魔法值 +4500
∴技能傷害 +15%
∴冰屬性/水屬性+8%
∴每當釋放技能觸發冰霜之棘
▣ 等級.100",840
435,I0NN,焚神·浴火魂翼,"[史詩]
- 冥靈傳世 翅膀 -
統治火焰的翅膀
∴攻擊力+3900
∴力量 +310
∴敏捷 +310
∴技能傷害 +5%
∴點擊使用 墜落火焰
▣ 等級.100",839
436,I0NM,寧歇·瘋狂指環,"[史詩]
- 冥靈傳世 首飾 -
敢穿這個，你是不是瘋了?
∴力量 +405
∴敏捷 +375
∴持續傷害+30%
∴所受治療量-30%
∴攻擊時幾率觸發狂暴
▣ 等級.100",838
437,I0NL,碎魔·絕望之戒,"[史詩]
- 冥靈傳世 首飾 -
我詛咒這一切.
∴全屬性 +375
∴魔法值恢復 +30
∴暗屬性 +5%
∴直接命中目標時激活持續靜息攻擊
∴點擊使用 詛咒
▣ 等級.100",837
438,I0NK,塵寰·希望之戒,"[史詩]
- 冥靈傳世 首飾 -
我愛萬物!
∴全屬性 +360
∴生命值恢復 +180
∴光屬性 +5%
∴技能命中友軍時觸發[激情]效果
∴點擊使用 希望
▣ 等級.100",836
439,I0NJ,亞塔納西亞·收割盔甲,"[史詩]
- 冥靈傳世 鎧甲 -
你以爲你能逃避死亡嗎？?
∴護甲 +200
∴力量 +180, 敏捷 +390
∴技能傷害 & 致命一擊概率 +12%
∴生命處於20%時召喚收割者
▣ 等級.100",835
440,I0NI,涅瓦迪歐·血魔之甲,"[史詩]
- 冥靈傳世 鎧甲 -
被惡魔之血浸透的盔甲
∴護甲 +210
∴敏捷 +345
∴技能傷害 +12%
∴造成傷害時將有鮮血充能
∴點擊使用 釋放鮮血之能
▣ 等級.100",834
441,I0NH,歸寂·荊棘鎧甲,"[史詩]
- 冥靈傳世 鎧甲 -
用地獄之火鍛造的詛咒盔甲
∴護甲 +250
∴力量 +390
∴技能傷害 +10%
∴點擊使用 荊棘之刺
∴在受到足夠傷害量時將充能下次荊棘之刺
▣ 等級.100",833
442,I0NG,平靜·卸塵之冠,"[史詩]
- 冥靈傳世 頭盔 -
你別怕.
∴護甲 +135
∴全屬性 +285
∴技能傷害 +10%
∴幾率觸發冰凍效果
∴冰屬性/水屬性傷害+7.5%
▣ 等級.100",832
